MS150	L2C1	Cancer
MS151	L2C2	Cancer
MS152	L2C3	Focal
MS153	L2C4	Focal
MS154	L4C1	Normal
MS155	L4C2	Normal
MS156	L4C3	Normal
MS157	L4C4	Normal
MS158	L4C5	Focal
MS159	L6C1	Normal
MS160	L6C2	Normal
MS161	L6C3	Focal
MS162	L6C4	Focal
MS163	L7C3	Normal
NZ226	L1C1	Normal
NZ227	L1C2	Focal
NZ228	L1C3	Focal
NZ229	L3C1	Cancer
NZ230	L3C2	Cancer
NZ231	L3C3	Cancer
NZ232	L3C4	Normal
NZ233	L3C5	Normal
NZ234	L5C1	Focal
NZ235	L5C2	Normal
NZ236	L5C3	Normal
NZ237	L5C4	Focal
NZ238	L7C1	Normal
NZ239	L7C2	Normal
